Coursera User IDs,
ni-001,friendsmoneybytes-002
2138665,423968
2138958,425085
2139587,425336
2139622,425477
2139779,425820
2140377,426070
2141046,427082
2141388,427491
2141550,427516
2141694,427562
2141697,427605
2141776,427648
2142345,427904
2143052,428113
2143185,428538
2143213,429779
2143652,430493
2144170,430560
2144331,431878
2144749,431905
2144982,432108
2145596,433690
2146214,433956
2147697,433985
2148770,434067
2149009,434167
2149067,438219
2149173,438369
2149626,443009
2149898,443797
2150775,444102
2151444,445335
2151460,445813
2151739,445940
2151775,446819
2152044,447544
2152381,448075
2153770,448112
2153884,449172
2154231,449501
2154515,449769
2154647,450228
2154730,450268
2155307,450454
2155589,451613
2155658,452112
2155892,452266
2156522,452690
2157939,453191
2158390,453849
2158648,454518
2158659,455950
2159173,456642
2159627,457867
2159786,458074
2160184,458736
2160581,458898
2160724,460281
2162097,460488
2163600,461619
2163818,464416
2164212,465076
2164797,466598
2164837,467832
2165379,467962
2166716,470194
2167625,470660
2167918,471365
2168658,471999
2168669,476642
2169242,478423
2169360,478570
2170068,480401
2170343,480599
2170600,482173
2172225,482885
2172229,482912
2172431,483516
2172632,484709
2173342,485832
2173593,486502
2173666,487467
2173774,489011
2173889,490570
2173940,493429
2174541,494832
2175911,495279
2175979,495505
2176160,495863
2176167,496018
2176561,496677
2176797,497271
2177757,497907
2178947,498071
2179806,500085
2180096,500101
2180266,500522
2180536,502191
2181448,503137
2182540,503393
2182769,503509
2184016,503571
2186158,504764
2186418,505245
2186464,505898
2186711,506477
2187443,507119
2187469,509336
2187946,509711
2188221,510867
2189586,511482
2189632,511885
2190414,513747
2190936,514216
2190971,515267
2191457,516626
2193055,518554
2193370,518762
2195142,519564
2195520,519924
2195730,520419
2196689,520579
2196749,520976
2197601,522324
2197687,522419
2197930,523378
2198835,524161
2198867,525814
2200166,526758
2200391,528202
2200480,529008
2200483,529158
2201935,529487
2202082,532026
2202573,532571
2203369,534222
2204892,534533
2204992,535402
2205059,536881
2205131,537308
2207035,539731
2207353,541618
2207606,542267
2208648,543316
2208714,543439
2208907,543781
2209295,543830
2209319,544289
2209503,544950
2209739,545783
2210078,546150
2212291,546383
2212342,547362
2213266,549689
2214225,551087
2214529,552773
2214959,552845
2215689,552848
2215938,552987
2217782,553309
2217785,554791
2218027,555252
2218067,558175
2218126,561170
2218240,562413
2219004,562841
2219852,562850
2220133,565089
2220204,565372
2220416,565596
2220963,566950
2220967,567227
2222216,567559
2223664,568297
2223935,569705
2224353,569854
2224939,569955
2225226,571336
2225717,571387
2226360,573166
2227179,573989
2227822,574902
2227880,575631
2228189,575887
2228306,576749
2228469,578969
2231449,579355
2231729,580326
2232019,581036
2232144,581049
2232608,581351
2233588,581460
2234654,582805
2235086,584171
2235134,584671
2236270,587311
2236471,588465
2236522,588949
2237077,589584
2237144,589631
2238413,589966
2240151,590145
2240310,591932
2240429,591974
2242201,592331
2242965,592382
2243347,592546
2243988,592700
2244633,593632
2244727,593657
2245900,594255
2246225,596528
2246381,598584
2246750,599513
2246901,599662
2247743,600170
2247748,601178
2249087,601443
2249491,603167
2250031,603807
2250369,604233
2250525,604279
2250730,605164
2251158,606752
2254837,607591
2255628,607724
2255862,609290
2255877,609772
2256734,610236
2258275,611568
2258738,612522
2258846,612561
2259385,612588
2259721,613324
2260114,613534
2260457,613805
2260847,614816
2261342,615436
2262601,616314
2263212,616644
2263613,617409
2263930,617657
2263939,618540
2263945,618614
2264075,619553
2265343,619938
2265416,620523
2265714,620669
2266461,622483
2266559,622899
2267236,623550
2267516,624681
2267925,626940
2269751,627854
2270034,628189
2270254,628194
2270835,628522
2271972,630429
2272894,630997
2273906,631298
2274613,631601
2276300,631625
2276630,631737
2276865,633621
2277049,633661
2277717,635293
2277866,635303
2277926,636220
2278616,638057
2278634,638111
2280499,640738
2282154,642014
2282156,642847
2282773,643718
2282777,644871
2282815,645963
2283177,646035
2283683,646812
2283923,646893
2284068,646899
2284230,647207
2285270,647285
2285903,650518
2285928,651440
2286080,652606
2286168,652695
2286231,653096
2286454,653599
2286509,654356
2286655,654557
2287289,654993
2287859,656446
2288904,656527
2289282,657870
2289688,658032
2290391,658207
2290989,658279
2291330,659179
2292515,660186
2292806,661958
2293064,662519
2293096,662571
2293941,665808
2294517,666674
2294745,668199
2297245,672172
2297832,672892
2298305,673492
2299293,673980
2299311,674216
2299405,675031
2299483,675276
2299698,675492
2299715,676232
2300589,676916
2301823,677154
2302321,677538
2302755,677916
2303658,678970
2304168,680183
2305487,680440
2306898,680575
2306964,681333
2307917,683242
2307961,683934
2308648,684447
2310842,688251
2311503,688392
2312341,689510
2312988,690226
2313263,690271
2313672,691568
2315107,693173
2315450,693506
2317023,693779
2317112,693894
2317595,695969
2318341,696019
2318680,696451
2320092,698101
2320667,698422
2320711,699238
2321334,699298
2321600,699975
2322065,700252
2322145,700862
2322550,702721
2322632,702990
2322658,705352
2322840,706115
2322953,709088
2323578,714048
2324445,718247
2324550,718341
2326006,718555
2326124,719630
2326286,720687
2326497,720815
2327919,721740
2328311,721761
2328763,724143
2328769,724274
2329005,725726
2329537,726217
2330135,726256
2330230,726321
2330734,726987
2332101,727218
2332333,728351
2333840,728725
2334365,731782
2334439,733284
2334737,734784
2336584,734822
2336670,735201
2336994,736281
2337799,738448
2338102,738601
2338982,738848
2339993,741719
2341080,741779
2341096,742270
2341259,743788
2341926,743918
2342201,744137
2343254,744355
2346282,744909
2346892,745078
2348140,746436
2349653,747833
2349656,747897
2349837,748366
2350191,749635
2350213,749994
2350741,753522
2351737,753666
2352071,754311
2352163,754433
2352562,760280
2353547,761623
2354069,762852
2355321,762967
2355405,764552
2355727,765558
2356120,765783
2356664,766601
2357945,766756
2358642,767291
2358729,768669
2359225,769357
2359622,770576
2361462,771865
2361913,771903
2362680,772638
2364313,773961
2364375,774006
2364608,775107
2364839,778888
2365366,779587
2365473,780808
2365939,782066
2366012,782530
2367071,782611
2367293,782879
2367799,783972
2367804,785225
2368866,787034
2369261,787322
2369832,788259
2370476,788802
2370531,792484
2371156,794179
2372151,795379
2372435,795399
2373171,796043
2373430,796389
2374802,796964
2374994,797145
2376340,797239
2377874,797642
2378117,797674
2378535,797803
2379043,801842
2379169,805365
2379546,805381
2380081,806534
2381119,808501
2383604,808807
2384247,810102
2384262,810327
2384473,812664
2385368,813042
2386254,813474
2386601,813583
2387527,815465
2388083,817122
2388127,817498
2388799,818075
2391088,818303
2391112,818498
2391722,818591
2392996,819245
2393407,819349
2396654,820180
2397146,820322
2397843,820419
2399307,821704
2400477,822504
2401655,824108
2401988,824659
2402112,825104
2403077,826386
2405611,827060
2405682,827592
2405851,828110
2406153,829725
2406413,831291
2407002,832048
2407355,832142
2408347,832320
2408624,833711
2409145,835483
2409331,836792
2409781,839054
2414135,840328
2418514,843846
2419361,845020
2419695,845693
2420880,848013
2421101,850487
2421430,852883
2422609,855323
2423227,855522
2423964,858285
2424462,859567
2424910,861829
2425962,863830
2426513,864235
2426797,865346
2426816,866234
2427063,866384
2427635,870571
2428555,871796
2428882,871982
2429326,872263
2429585,873035
2429727,873917
2430418,875695
2430757,875724
2430817,876098
2433182,876845
2434228,878169
2434268,879901
2434675,881855
2435038,882363
2435453,882650
2435514,884162
2436867,885082
2438204,888287
2439391,889197
2439394,890350
2439472,891710
2439575,896455
2439878,898128
2439973,898467
2441043,898632
2441413,901490
2442904,902625
2443239,903697
2443288,903726
2443444,906203
2443628,909047
2445048,909643
2445501,910885
2445889,912862
2446485,913242
2448292,913279
2448873,914136
2449007,914487
2449870,914930
2449992,915329
2450501,915862
2450894,917173
2451473,917216
2451537,918252
2451819,918354
2452107,918659
2452260,918699
2452331,920091
2454644,921391
2456028,921628
2456519,921961
2456525,922403
2457477,922700
2457795,923468
2458433,924535
2458577,924792
2459313,927874
2459713,929005
2460359,931292
2460812,931410
2460871,931680
2461309,931873
2462324,931926
2462971,932316
2464244,932886
2464626,933019
2465228,933547
2465675,934436
2465944,934838
2466340,935315
2468035,937460
2468825,937799
2471427,938430
2471602,938638
2472014,939850
2472362,940056
2474352,940389
2474910,941160
2475471,941327
2476130,941579
2477037,941735
2477720,943114
2479737,944007
2480945,945098
2481424,946218
2482444,946777
2482445,947084
2482967,947352
2483874,947598
2484078,948092
2484244,948857
2484446,949349
2484500,951205
2486050,952259
2486433,952562
2488589,953191
2488660,954428
2488767,955650
2489169,955996
2489425,956381
2489460,956992
2490728,957921
2490759,958355
2491104,958425
2491305,958818
2492030,960960
2492276,961097
2492904,961121
2493697,962264
2494980,964179
2495070,964735
2495287,965324
2495481,965896
2495920,966618
2495953,966806
2497058,968003
2498589,969301
2499235,969492
2499247,970073
2499962,971661
2500400,971983
2501360,974018
2502095,974520
2503439,975932
2506436,976488
2507407,976529
2507819,976837
2508523,977410
2508626,977908
2509352,978164
2510699,978315
2511775,978828
2512491,979133
2513487,979743
2514184,979966
2514199,980831
2515381,981432
2516038,981499
2516679,981544
2517185,981894
2518657,985071
2522879,986203
2523247,986989
2523414,988261
2523641,988388
2524534,988703
2525045,988890
2525198,988894
2525243,989238
2525316,989654
2525676,990264
2526532,991795
2527762,991799
2527960,992423
2528770,992625
2530516,992631
2530745,993098
2531492,993464
2532009,993517
2532030,993808
2532456,996353
2532893,996929
2533487,997326
2533729,999849
2533797,1001252
2534126,1001445
2534230,1002274
2535389,1002299
2535919,1002975
2535928,1003479
2535961,1004388
2537987,1004822
2538502,1005399
2539069,1006078
2539285,1006492
2539602,1006641
2539630,1007332
2539638,1007374
2540017,1007401
2540684,1007626
2540690,1007805
2541128,1008590
2541527,1008626
2541759,1008728
2542702,1009041
2542878,1009382
2543988,1009602
2545445,1010548
2545793,1011327
2547271,1012101
2547473,1013171
2548416,1015447
2548727,1015645
2549957,1016120
2550203,1017091
2550807,1017703
2550950,1018438
2551919,1018560
2552371,1020039
2553304,1021498
2553363,1021795
2553474,1022949
2554636,1022969
2555762,1024586
2556581,1025385
2558292,1026314
2559679,1026406
2560053,1026944
2560344,1030187
2560636,1030337
2563049,1030439
2563374,1031500
2563392,1032129
2564529,1032228
2564704,1034117
2566617,1034209
2568184,1036026
2568474,1041311
2568603,1041689
2568743,1041810
2569794,1041926
2570285,1042340
2570380,1043134
2571911,1043567
2572571,1043615
2573318,1044609
2573797,1044939
2574856,1048300
2574998,1048840
2575250,1050709
2576904,1050954
2577447,1053192
2577660,1055298
2579092,1057008
2579483,1058357
2580043,1061976
2582367,1062730
2582931,1063008
2583062,1063220
2583101,1065727
2583993,1066126
2584270,1066419
2584646,1066592
2585147,1067416
2586751,1067697
2587635,1067767
2588420,1068110
2589304,1068893
2589894,1070233
2590062,1070372
2590412,1071761
2591288,1071844
2592221,1072164
2593183,1073510
2594532,1075980
2594639,1078193
2596064,1078938
2597347,1079066
2597427,1084830
2597944,1085795
2598455,1086860
2599392,1086869
2599828,1086997
2600885,1087132
2600988,1087455
2601314,1088033
2601873,1089692
2602302,1090127
2602619,1091169
2603248,1092235
2603463,1092718
2603540,1094273
2603573,1095124
2603695,1095528
2604536,1095846
2605084,1095901
2606176,1096609
2606462,1097251
2606728,1097561
2608176,1097866
2609027,1099339
2609137,1100404
2609191,1100481
2609684,1100996
2611936,1101473
2612898,1102149
2612899,1102892
2613452,1103422
2614594,1103694
2614721,1103828
2615107,1104131
2616051,1105385
2616181,1107478
2616476,1108847
2617041,1110635
2617212,1110685
2617373,1111032
2617956,1111131
2618206,1112755
2619949,1113605
2619962,1114889
2621615,1114938
2621718,1115479
2622388,1115966
2622955,1118048
2623068,1118592
2623076,1118793
2623139,1119035
2624692,1119143
2624740,1119254
2625389,1122010
2625690,1122099
2625823,1122567
2626142,1123007
2627049,1123622
2627101,1125240
2628813,1125268
2628897,1125391
2629510,1125714
2630015,1126123
2630276,1129058
2630370,1131071
2631496,1132154
2632225,1132941
2632376,1137405
2632866,1138098
2632868,1138374
2633283,1138769
2633372,1138968
2633411,1139954
2633525,1141367
2633650,1141896
2634024,1141954
2634759,1142149
2636293,1142178
2637542,1142746
2638633,1145663
2639204,1146043
2639480,1146846
2639898,1149674
2640297,1149956
2640433,1150267
2640591,1151372
2640634,1152005
2640714,1154170
2640969,1154947
2641795,1155550
2642460,1156324
2643317,1157616
2643547,1157991
2643875,1158869
2645228,1158994
2646285,1159485
2647390,1159978
2648001,1161029
2648122,1161751
2648792,1163455
2649398,1164033
2650765,1165002
2650861,1165702
2651040,1165763
2651089,1166967
2651233,1167503
2651285,1169149
2651367,1170659
2651965,1172627
2652939,1175777
2653370,1176299
2653682,1176417
2655750,1177530
2655899,1178504
2656321,1182410
2657355,1183933
2658179,1184291
2658616,1184650
2659456,1184868
2659509,1184896
2659629,1185067
2660069,1185953
2660189,1185996
2660291,1188384
2660809,1188531
2660976,1188678
2661058,1188848
2662088,1190472
2662615,1192052
2662641,1192326
2662839,1193167
2663044,1193626
2663106,1193935
2665710,1194044
2666549,1194132
2667378,1194253
2668507,1194262
2668624,1195160
2668839,1195398
2668874,1196153
2668946,1197482
2669027,1197872
2669175,1197904
2669233,1200688
2670056,1201035
2670532,1201161
2671948,1201460
2671959,1201881
2672278,1202277
2672884,1203382
2672960,1204152
2673143,1204407
2673669,1204428
2674268,1205378
2674396,1206680
2675386,1207279
2675616,1208766
2675866,1210241
2676196,1210478
2676286,1211601
2676552,1211773
2676964,1211878
2677224,1212047
2678787,1212409
2679189,1212672
2679415,1213586
2679472,1215510
2679532,1216680
2680033,1216861
2680324,1216923
2680752,1217238
2681605,1218325
2682170,1220369
2682281,1220489
2682916,1221606
2682943,1221814
2683901,1222145
2684334,1222552
2686516,1224295
2686636,1224340
2687194,1224692
2687346,1225103
2687891,1225938
2688419,1227937
2688954,1228452
2690574,1228486
2690634,1228846
2691279,1229672
2691950,1232120
2692105,1234356
2693653,1235376
2693998,1236247
2694358,1236528
2694376,1237042
2694713,1237859
2695129,1238160
2695182,1238350
2695604,1238782
2696626,1241736
2697098,1241986
2697461,1242102
2697575,1242153
2698277,1242180
2698884,1242607
2699383,1243139
2700110,1243512
2700312,1244786
2703010,1244815
2704039,1244941
2704276,1245002
2704307,1246151
2704327,1246161
2704726,1246488
2705623,1250736
2706703,1252233
2708325,1252965
2708577,1253556
2709776,1254862
2710727,1254962
2711740,1255004
2711770,1257238
2712324,1257298
2712406,1258167
2713823,1259252
2714188,1261597
2714667,1261848
2715240,1265738
2717066,1265873
2717278,1267898
2717352,1269641
2717749,1270597
2718037,1270769
2718200,1272360
2719425,1273712
2719509,1274027
2719565,1274403
2719572,1275657
2719972,1279437
2720013,1279460
2720264,1279782
2720270,1280432
2720374,1280570
2720549,1280745
2720615,1281907
2720966,1283712
2721125,1284179
2721302,1284331
2721496,1284444
2721513,1284894
2721954,1285461
2722168,1286448
2722402,1286797
2722805,1288725
2722983,1288771
2723073,1290472
2723806,1290743
2723971,1290909
2724036,1291063
2725352,1292692
2726754,1295640
2727214,1295655
2727285,1296517
2728280,1296634
2728337,1297993
2728550,1300070
2729080,1300524
2729326,1300955
2729379,1301680
2729403,1301719
2729493,1301841
2731302,1302113
2733146,1302637
2735451,1303121
2736103,1304353
2736125,1305905
2736141,1306210
2736914,1306305
2737519,1308158
2737872,1308370
2738696,1308580
2738699,1309094
2738750,1309132
2739118,1309471
2739227,1309887
2740051,1310151
2740408,1310423
2741167,1311005
2741887,1311509
2744297,1311751
2744718,1313198
2744984,1313680
2745384,1314952
2745581,1315302
2746910,1315394
2747760,1316271
2747881,1318288
2748815,1318945
2749208,1319061
2750841,1319407
2750842,1319555
2751228,1319689
2751936,1322791
2751952,1323572
2752285,1323688
2752397,1324509
2752687,1324668
2752730,1324712
2753637,1326850
2753804,1328417
2755909,1329429
2756173,1330160
2756347,1331576
2757989,1333154
2758425,1335791
2758707,1337622
2758765,1338242
2759526,1338293
2759734,1338915
2759990,1341925
2760934,1342631
2761203,1344329
2761286,1344665
2761342,1345525
2762013,1346726
2763369,1346732
2764555,1347038
2764769,1347900
2765088,1348559
2765804,1348881
2765902,1348892
2766264,1349733
2766715,1350286
2767028,1350421
2767616,1351832
2767687,1352604
2767871,1353793
2769609,1356055
2770256,1356345
2770959,1357281
2771737,1357541
2773191,1357703
2773219,1357856
2773643,1358087
2774701,1358441
2774791,1358640
2774837,1358975
2775141,1359452
2775829,1359935
2776373,1360782
2776411,1361310
2777606,1361933
2778826,1363726
2779417,1365242
2779993,1365706
2781015,1366638
2781972,1367488
2782404,1369509
2782708,1371285
2782861,1374738
2783768,1380143
2784725,1380287
2786092,1380298
2786121,1380499
2787455,1380627
2788877,1380941
2789156,1381207
2789692,1382518
2790183,1383647
2790471,1383821
2790791,1384205
2791133,1384314
2791256,1385532
2791534,1385543
2791786,1391450
2793597,1391603
2793924,1391752
2793984,1391942
2795725,1392517
2796111,1393707
2797610,1395659
2797650,1395835
2799323,1396880
2799567,1397353
2800070,1397755
2800579,1398910
2800648,1402266
2800969,1405932
2801323,1408787
2802094,1408906
2802327,1409658
2802691,1410171
2803024,1410356
2803042,1411660
2804041,1411736
2804237,1411934
2804269,1415001
2805291,1415448
2805337,1415991
2805813,1416199
2805935,1417851
2807144,1417922
2807635,1418494
2807904,1419671
2807955,1420701
2808011,1421002
2808179,1421400
2808379,1422704
2808486,1423104
2808890,1423936
2809995,1426065
2810780,1426068
2811428,1426252
2811544,1427669
2811602,1427703
2811911,1428938
2812751,1429153
2813566,1429958
2814602,1430291
2814735,1431001
2815042,1431668
2815045,1432184
2815347,1433327
2817570,1434086
2818097,1434255
2818501,1434670
2818834,1434892
2820251,1435538
2821030,1435924
2823487,1437092
2823583,1437406
2824408,1438137
2824612,1438242
2825723,1439456
2825883,1439818
2825931,1440738
2826365,1440978
2827012,1443711
2827262,1444862
2827438,1445248
2827509,1446272
2827656,1446398
2828279,1447876
2828706,1448591
2831167,1449291
2831897,1449611
2832324,1449736
2832633,1450610
2832660,1450845
2832673,1453552
2832728,1457263
2833160,1457609
2833960,1457828
2834518,1458627
2834637,1458959
2834714,1461522
2835043,1461699
2836277,1462012
2837204,1462499
2837377,1462643
2837822,1463250
2837911,1463822
2838836,1468445
2839089,1469344
2839320,1470725
2840182,1470982
2840285,1471108
2840364,1471330
2841068,1472958
2841429,1473096
2841650,1473729
2842197,1474214
2842677,1475303
2843098,1476219
2844601,1476418
2846394,1476572
2846397,1476894
2847586,1477322
2847617,1479626
2847891,1479975
2848823,1481019
2849287,1481342
2851533,1481362
2852189,1482706
2853252,1483079
2854422,1483354
2854535,1483574
2855083,1483955
2855258,1485131
2855854,1485276
2855955,1485663
2857507,1486365
2858193,1487284
2859412,1487405
2859679,1487479
2859680,1487491
2859765,1489409
2860065,1489674
2861369,1489818
2862058,1491110
2862596,1491168
2862887,1492230
2863403,1492525
2863627,1492796
2864049,1493458
2864277,1494470
2865367,1495410
2866071,1496204
2866721,1496291
2867560,1496501
2867857,1496561
2868409,1497083
2868416,1498757
2868624,1500750
2869058,1501223
2869845,1502920
2869989,1503947
2870806,1504178
2871158,1505612
2871822,1505898
2873741,1508591
2875298,1508855
2875369,1509022
2876873,1510066
2879095,1510786
2879468,1512180
2879805,1513191
2879830,1514694
2880717,1515978
2881274,1516712
2881305,1517359
2882649,1517587
2883021,1517687
2885744,1517802
2885780,1520004
2886025,1520790
2886249,1521751
2886980,1523719
2887142,1525552
2887841,1525757
2888398,1526723
2889785,1526978
2889842,1527982
2890048,1528043
2891008,1529453
2891316,1529459
2891763,1530512
2892693,1531476
2894741,1531610
2894813,1532285
2894815,1533101
2895906,1536793
2896531,1537857
2897361,1538377
2897426,1539821
2897693,1540125
2898488,1540397
2899419,1540399
2900292,1540880
2901757,1541038
2901957,1541065
2902057,1541422
2903401,1541604
2904028,1541613
2905065,1541801
2905278,1542021
2905382,1543980
2905454,1545963
2906284,1546146
2906777,1548759
2906956,1551454
2907131,1551494
2908236,1554807
2908751,1555405
2909397,1556142
2909530,1556500
2910900,1556642
2911643,1556991
2912421,1557221
2912565,1558151
2912703,1558465
2913091,1558568
2913129,1559118
2913293,1560633
2913570,1561043
2913605,1562497
2913992,1563076
2914375,1563138
2916086,1563773
2917121,1564224
2917217,1564564
2917580,1565146
2919235,1565367
2919592,1565468
2920106,1565730
2921547,1568461
2921594,1568524
2922206,1568778
2922431,1569162
2922834,1569987
2923219,1570067
2923379,1571024
2925258,1571723
2925316,1573111
2927426,1573129
2927852,1573130
2929467,1573514
2930325,1573568
2930790,1574063
2932878,1574136
2936368,1575315
2936667,1575826
2938412,1576173
2938417,1576664
2938710,1579190
2939104,1581348
2939597,1581856
2939723,1582891
2940854,1583240
2940870,1584318
2941981,1584936
2942063,1585582
2942324,1585850
2942392,1586450
2943305,1586739
2944050,1586760
2944313,1587032
2944678,1587523
2945654,1587529
2946469,1588154
2946595,1589316
2946990,1590079
2948680,1590389
2948707,1590607
2948964,1591661
2950120,1592616
2950148,1593440
2950169,1595027
2950834,1595466
2951602,1596639
2953400,1597296
2954363,1598318
2954778,1598439
2956132,1598935
2956680,1600067
2957190,1601044
2957259,1601256
2957807,1601445
2959076,1602132
2959272,1603384
2959993,1603951
2960001,1604667
2960062,1604829
2960860,1605095
2961647,1605106
2962740,1606014
2962751,1606148
2962998,1606647
2963229,1607331
2963681,1608508
2963858,1608687
2964177,1608710
2964339,1609850
2964352,1610307
2965990,1610427
2966103,1610883
2966370,1612766
2966557,1613443
2966754,1613948
2967019,1614278
2967490,1614485
2968007,1615876
2968034,1615925
2968249,1615996
2968574,1617030
2969076,1617289
2969142,1617612
2969333,1618129
2969750,1618309
2969808,1619040
2969997,1619417
2970386,1621685
2970508,1622127
2970882,1623258
2971343,1625036
2971439,1625314
2972347,1626783
2973183,1626916
2973240,1627072
2973350,1630346
2973357,1631939
2973463,1631941
2973907,1633255
2974164,1634247
2976671,1634750
2977295,1635012
2977509,1635038
2978343,1635179
2978530,1635253
2978949,1635279
2979459,1635802
2979793,1637133
2980630,1637279
2980761,1637930
2981148,1638437
2982125,1639572
2982273,1640528
2983495,1640734
2984167,1642052
2984270,1642495
2984522,1642536
2984748,1642864
2986506,1643207
2987073,1643258
2987952,1644450
2988252,1644754
2990056,1645106
2990478,1645747
2991396,1647151
2991401,1649389
2991446,1649409
2991939,1650470
2992063,1650864
2993132,1651131
2993236,1651645
2993526,1653896
2994146,1654094
2994449,1654368
2996443,1654502
2997762,1654650
2998417,1654765
2998617,1656346
2999135,1657141
2999312,1658890
2999969,1659695
3000471,1660426
3001616,1660451
3001981,1661011
3002557,1661026
3003088,1661192
3003992,1663348
3004424,1663922
3005715,1665119
3006477,1665671
3007022,1665907
3007693,1666324
3007756,1666550
3007986,1667617
3008103,1668622
3008277,1668841
3008314,1669677
3008672,1669855
3008813,1672598
3009735,1673077
3010833,1673231
3011033,1674328
3011567,1675313
3012211,1675552
3012235,1676246
3012525,1676633
3012572,1677232
3013150,1677968
3013174,1680882
3013258,1681024
3013471,1681464
3013923,1681668
3014478,1682560
3014507,1684951
3015109,1685078
3015248,1685798
3015381,1685836
3015857,1687008
3016316,1687952
3017228,1690321
3017347,1690336
3017436,1693210
3017954,1693316
3018023,1693919
3018140,1696162
3019991,1697476
3020704,1697542
3021344,1697691
3021369,1697790
3022415,1697898
3022557,1699225
3022892,1699310
3024251,1699841
3024673,1700347
3024752,1700707
3024810,1700767
3024873,1701096
3025888,1701517
3025889,1703463
3026745,1704567
3026772,1706462
3026951,1706845
3027467,1708703
3027471,1708873
3027705,1709175
3027954,1709443
3028013,1709725
3028105,1710090
3028294,1711250
3028602,1712248
3028637,1712971
3029292,1714580
3029371,1715156
3029420,1716096
3029662,1716241
3029814,1716271
3030621,1716867
3030905,1718111
3031948,1718914
3032718,1719134
3032803,1719341
3033787,1719564
3034188,1720386
3034769,1721415
3035214,1721603
3035803,1722261
3035910,1724163
3035948,1724353
3036085,1724676
3036519,1725463
3036836,1725804
3037414,1726340
3038690,1727197
3038853,1727471
3038888,1727748
3039112,1728132
3039226,1729813
3039683,1730633
3039837,1730751
3040428,1731310
3040475,1732591
3041335,1732593
3041591,1733251
3041721,1734137
3042443,1734750
3042830,1734853
3043086,1736018
3043331,1736501
3044164,1737075
3044805,1739786
3044869,1741288
3046055,1741918
3046231,1742754
3046971,1743615
3047393,1744751
3047564,1745474
3047880,1745956
3048112,1746319
3048199,1746452
3048828,1747063
3048848,1747570
3049437,1747714
3049501,1747752
3049689,1747819
3050362,1748255
3050806,1748324
3051080,1748385
3051393,1748549
3051421,1749055
3052068,1749202
3052287,1749906
3052420,1750256
3053520,1750353
3053983,1750647
3055023,1750731
3055777,1750759
3056069,1750951
3056931,1751924
3056935,1752393
3057093,1752921
3057890,1753573
3058571,1753575
3058854,1754098
3059060,1755361
3059672,1755416
3061117,1755596
3061855,1757359
3061942,1757384
3062614,1758117
3063355,1758714
3063583,1759653
3063799,1760245
3064411,1760438
3064497,1760827
3064519,1761344
3064954,1761674
3065851,1762062
3065886,1764473
3066359,1764600
3067465,1764976
3068275,1765306
3068744,1765669
3069288,1766127
3069440,1766787
3069569,1766992
3069751,1767097
3069988,1767633
3070332,1767847
3070378,1768777
3070576,1768917
3070579,1769014
3070860,1770142
3072130,1770383
3072134,1770658
3072618,1770698
3072633,1771816
3072657,1771838
3072976,1772115
3073069,1772255
3073212,1772936
3073236,1773412
3073285,1773614
3074024,1774932
3074172,1775294
3074522,1775698
3074573,1775704
3074823,1776403
3075521,1776594
3075670,1776821
3075977,1776956
3076031,1777480
3079489,1777551
3079633,1777610
3080181,1778363
3082893,1779040
3083609,1779940
3083831,1780071
3083906,1780092
3084250,1781666
3084259,1781930
3084734,1782343
3084747,1783340
3085185,1784051
3086355,1784204
3086733,1784224
3086761,1784586
3087113,1784883
3087131,1785860
3087421,1786035
3088523,1786920
3088637,1787353
3089484,1787938
3089633,1788261
3089787,1788587
3091817,1790314
3092022,1792329
3092509,1792634
3092687,1793455
3092893,1795009
3092969,1795183
3093235,1795447
3093601,1795461
3094777,1795836
3095418,1798196
3095487,1798302
3096631,1798533
3097687,1798543
3098439,1798728
3098441,1798854
3098485,1798975
3099163,1799108
3099326,1800537
3099449,1800673
3099539,1801086
3100017,1801320
3100158,1801465
3101193,1801912
3101950,1802954
3102143,1803183
3103150,1803482
3103300,1803662
3103428,1803750
3104407,1803887
3105824,1803925
3106905,1804368
3107482,1804589
3107971,1805440
3108035,1806338
3108208,1806752
3108452,1806795
3109273,1806900
3109289,1807181
3110179,1807594
3110468,1808812
3110774,1809184
3111896,1809339
3111972,1809715
3112004,1810198
3112222,1810968
3112610,1812013
3112963,1812618
3113073,1812747
3114206,1813450
3114439,1813907
3114804,1815525
3115143,1816372
3115352,1816907
3115417,1817071
3116557,1817128
3116730,1817153
3116818,1817216
3117480,1818037
3117584,1819538
3117679,1821394
3117911,1822000
3118837,1822061
3119764,1822740
3119818,1823441
3121017,1823954
3121086,1824247
3121111,1824446
3121117,1824460
3121175,1824505
3121401,1824628
3122582,1825334
3122724,1825339
3124128,1825558
3124146,1826003
3124503,1826645
3125061,1827508
3125398,1829937
3125972,1830578
3126182,1831410
3126479,1832247
3127061,1832445
3127627,1832617
3127789,1832999
3127925,1833183
3127937,1833407
3129225,1835389
3129745,1835490
3130428,1835813
3130456,1836178
3131195,1836458
3131783,1837104
3132960,1837488
3133673,1837566
3134412,1837673
3134440,1838080
3135205,1838299
3135962,1838694
3136105,1838959
3137042,1839147
3137114,1839175
3138891,1840450
3140760,1841229
3141852,1842015
3141865,1842193
3143102,1842422
3143228,1842905
3143387,1843027
3144040,1843446
3144440,1843632
3144614,1844096
3144782,1844389
3145437,1844552
3146208,1846282
3146982,1846399
3147051,1846640
3147075,1847861
3147774,1847903
3147980,1848398
3148420,1848440
3148754,1848538
3149940,1848699
3150423,1849063
3150605,1850590
3151798,1852136
